Date,Vegetable,Wholesale Price,Retail Min,Retail Max,Mall Min,Mall Max,Units
2022-03-04,Mustard Leaves,19,22,24,23,31,1kg
2022-03-04,Ladies Finger,28,32,36,34,46,1kg
2022-03-04,Pumpkin,27,31,34,32,45,1kg
2022-03-04,Radish,22,25,28,26,36,1kg
2022-03-04,Ridge Gourd,24,28,30,29,40,1kg
2022-03-04,Shallot,32,37,41,38,53,1kg
2022-03-04,Snake Gourd,18,21,23,22,30,1kg
2022-03-04,Sorrel Leaves,13,15,17,16,21,1kg
2022-03-04,Spinach,13,15,17,16,21,1kg
2022-03-04,Sweet Potato,46,53,58,55,76,1kg
2022-03-05,Onion Big,38,44,48,46,63,1kg
2022-03-05,Onion Small,37,43,47,44,61,1kg
2022-03-05,Tomato,19,22,24,23,31,1kg
2022-03-05,Green Chilli,44,51,56,53,73,1kg
2022-03-05,Beetroot,30,35,38,36,50,1kg
2022-03-05,Potato,20,23,25,24,33,1kg
2022-03-05,Raw Banana,6,7,8,7,10,1kg
2022-03-05,Amaranth Leaves,13,15,17,16,21,1kg
2022-03-05,Amla,50,58,64,60,83,1kg
2022-03-05,Ash gourd,19,22,24,23,31,1kg
2022-03-05,Baby Corn,48,55,61,58,79,1kg
2022-03-05,Banana Flower,16,18,20,19,26,1kg
2022-03-05,Capsicum,30,35,38,36,50,1kg
2022-03-05,Bitter Gourd,24,28,30,29,40,1kg
2022-03-05,Bottle Gourd,21,24,27,25,35,1kg
2022-03-05,Butter Beans,44,51,56,53,73,1kg
2022-03-05,Broad Beans,38,44,48,46,63,1kg
2022-03-05,Cabbage,23,26,29,28,38,1kg
2022-03-05,Carrot,40,46,51,48,66,1kg
2022-03-05,Cauliflower,22,25,28,26,36,1kg
2022-03-05,Cluster beans,31,36,39,37,51,1kg
2022-03-05,Coconut,26,30,33,31,43,1kg
2022-03-05,Colocasia Leaves,15,17,19,18,25,1kg
2022-03-05,Colocasia,27,31,34,32,45,1kg
2022-03-05,Coriander Leaves,10,12,13,12,17,1kg
2022-03-05,Corn,29,33,37,35,48,1kg
2022-03-05,Cucumber,14,16,18,17,23,1kg
2022-03-05,Curry Leaves,35,40,44,42,58,1kg
2022-03-05,Dill Leaves,16,18,20,19,26,1kg
2022-03-05,Drumsticks,130,150,165,156,215,1kg
2022-03-05,Brinjal,27,31,34,32,45,1kg
2022-03-05,Brinjal,42,48,53,50,69,1kg
2022-03-05,Elephant Yam,30,35,38,36,50,1kg
2022-03-05,Fenugreek Leaves,10,12,13,12,17,1kg
2022-03-05,French Beans,28,32,36,34,46,1kg
2022-03-05,Garlic,65,75,83,78,107,1kg
2022-03-05,Ginger,38,44,48,46,63,1kg
2022-03-05,Onion Green,38,44,48,46,63,1kg
2022-03-05,Green Peas,53,61,67,64,87,1kg
2022-03-05,Ivy Gourd,29,33,37,35,48,1kg
2022-03-05,Lemon,37,43,47,44,61,1kg
2022-03-05,Mango Raw,73,84,93,88,120,1kg
2022-03-05,Mint Leaves,8,9,10,10,13,1kg
2022-03-05,Mushroom,85,98,108,102,140,1kg
2022-03-05,Mustard Leaves,19,22,24,23,31,1kg
2022-03-05,Ladies Finger,28,32,36,34,46,1kg
2022-03-05,Pumpkin,27,31,34,32,45,1kg
2022-03-05,Radish,22,25,28,26,36,1kg
2022-03-05,Ridge Gourd,24,28,30,29,40,1kg
2022-03-05,Shallot,32,37,41,38,53,1kg
2022-03-05,Snake Gourd,18,21,23,22,30,1kg
2022-03-05,Sorrel Leaves,13,15,17,16,21,1kg
2022-03-05,Spinach,13,15,17,16,21,1kg
2022-03-05,Sweet Potato,46,53,58,55,76,1kg
2022-03-06,Onion Big,38,44,48,46,63,1kg
2022-03-06,Onion Small,37,43,47,44,61,1kg
2022-03-06,Tomato,19,22,24,23,31,1kg
2022-03-06,Green Chilli,44,51,56,53,73,1kg
2022-03-06,Beetroot,30,35,38,36,50,1kg
2022-03-06,Potato,20,23,25,24,33,1kg
2022-03-06,Raw Banana,6,7,8,7,10,1kg
2022-03-06,Amaranth Leaves,13,15,17,16,21,1kg
2022-03-06,Amla,50,58,64,60,83,1kg
2022-03-06,Ash gourd,19,22,24,23,31,1kg
2022-03-06,Baby Corn,48,55,61,58,79,1kg
2022-03-06,Banana Flower,16,18,20,19,26,1kg
2022-03-06,Capsicum,30,35,38,36,50,1kg
2022-03-06,Bitter Gourd,24,28,30,29,40,1kg
2022-03-06,Bottle Gourd,21,24,27,25,35,1kg
2022-03-06,Butter Beans,44,51,56,53,73,1kg
2022-03-06,Broad Beans,38,44,48,46,63,1kg
2022-03-06,Cabbage,23,26,29,28,38,1kg
2022-03-06,Carrot,40,46,51,48,66,1kg
2022-03-06,Cauliflower,22,25,28,26,36,1kg
2022-03-06,Cluster beans,31,36,39,37,51,1kg
2022-03-06,Coconut,26,30,33,31,43,1kg
2022-03-06,Colocasia Leaves,15,17,19,18,25,1kg
2022-03-06,Colocasia,27,31,34,32,45,1kg
2022-03-06,Coriander Leaves,10,12,13,12,17,1kg
2022-03-06,Corn,29,33,37,35,48,1kg
2022-03-06,Cucumber,14,16,18,17,23,1kg
2022-03-06,Curry Leaves,35,40,44,42,58,1kg
2022-03-06,Dill Leaves,16,18,20,19,26,1kg
2022-03-06,Drumsticks,130,150,165,156,215,1kg
2022-03-06,Brinjal,27,31,34,32,45,1kg
2022-03-06,Brinjal,42,48,53,50,69,1kg
2022-03-06,Elephant Yam,30,35,38,36,50,1kg
2022-03-06,Fenugreek Leaves,10,12,13,12,17,1kg
2022-03-06,French Beans,28,32,36,34,46,1kg
2022-03-06,Garlic,65,75,83,78,107,1kg
2022-03-06,Ginger,38,44,48,46,63,1kg
2022-03-06,Onion Green,38,44,48,46,63,1kg
2022-03-06,Green Peas,53,61,67,64,87,1kg
2022-03-06,Ivy Gourd,29,33,37,35,48,1kg
2022-03-06,Lemon,37,43,47,44,61,1kg
2022-03-06,Mango Raw,73,84,93,88,120,1kg
2022-03-06,Mint Leaves,8,9,10,10,13,1kg
2022-03-06,Mushroom,85,98,108,102,140,1kg
2022-03-06,Mustard Leaves,19,22,24,23,31,1kg
2022-03-06,Ladies Finger,28,32,36,34,46,1kg
2022-03-06,Pumpkin,27,31,34,32,45,1kg
2022-03-06,Radish,22,25,28,26,36,1kg
2022-03-06,Ridge Gourd,24,28,30,29,40,1kg
2022-03-06,Shallot,32,37,41,38,53,1kg
2022-03-06,Snake Gourd,18,21,23,22,30,1kg
2022-03-06,Sorrel Leaves,13,15,17,16,21,1kg
2022-03-06,Spinach,13,15,17,16,21,1kg
2022-03-06,Sweet Potato,46,53,58,55,76,1kg
2022-03-07,Onion Big,38,44,48,46,63,1kg
2022-03-07,Onion Small,37,43,47,44,61,1kg
2022-03-07,Tomato,22,25,28,26,36,1kg
2022-03-07,Green Chilli,39,45,50,47,64,1kg
2022-03-07,Beetroot,31,36,39,37,51,1kg
2022-03-07,Potato,21,24,27,25,35,1kg
2022-03-07,Raw Banana,4,5,5,5,7,1kg
2022-03-07,Amaranth Leaves,12,14,15,14,20,1kg
2022-03-07,Amla,60,69,76,72,99,1kg
2022-03-07,Ash gourd,16,18,20,19,26,1kg
2022-03-07,Baby Corn,48,55,61,58,79,1kg
2022-03-07,Banana Flower,16,18,20,19,26,1kg
2022-03-07,Capsicum,36,41,46,43,59,1kg
2022-03-07,Bitter Gourd,26,30,33,31,43,1kg
2022-03-07,Bottle Gourd,18,21,23,22,30,1kg
2022-03-07,Butter Beans,40,46,51,48,66,1kg
2022-03-07,Broad Beans,36,41,46,43,59,1kg
2022-03-07,Cabbage,22,25,28,26,36,1kg
2022-03-07,Carrot,42,48,53,50,69,1kg
2022-03-07,Cauliflower,22,25,28,26,36,1kg
2022-03-07,Cluster beans,33,38,42,40,54,1kg
2022-03-07,Coconut,27,31,34,32,45,1kg
2022-03-07,Colocasia Leaves,12,14,15,14,20,1kg
2022-03-07,Colocasia,28,32,36,34,46,1kg
2022-03-07,Coriander Leaves,9,10,11,11,15,1kg
2022-03-07,Corn,29,33,37,35,48,1kg
2022-03-07,Cucumber,14,16,18,17,23,1kg
2022-03-07,Curry Leaves,35,40,44,42,58,1kg
2022-03-07,Dill Leaves,15,17,19,18,25,1kg
2022-03-07,Drumsticks,120,138,152,144,198,1kg
2022-03-07,Brinjal,30,35,38,36,50,1kg
2022-03-07,Brinjal,45,52,57,54,74,1kg
2022-03-07,Elephant Yam,30,35,38,36,50,1kg
2022-03-07,Fenugreek Leaves,14,16,18,17,23,1kg
2022-03-07,French Beans,29,33,37,35,48,1kg
2022-03-07,Garlic,67,77,85,80,111,1kg
2022-03-07,Ginger,38,44,48,46,63,1kg
2022-03-07,Onion Green,38,44,48,46,63,1kg
2022-03-07,Green Peas,48,55,61,58,79,1kg
2022-03-07,Ivy Gourd,29,33,37,35,48,1kg
2022-03-07,Lemon,38,44,48,46,63,1kg
2022-03-07,Mango Raw,82,94,104,98,135,1kg
2022-03-07,Mint Leaves,8,9,10,10,13,1kg
2022-03-07,Mushroom,77,89,98,92,127,1kg
2022-03-07,Mustard Leaves,17,20,22,20,28,1kg
2022-03-07,Ladies Finger,28,32,36,34,46,1kg
2022-03-07,Pumpkin,25,29,32,30,41,1kg
2022-03-07,Radish,19,22,24,23,31,1kg
2022-03-07,Ridge Gourd,30,35,38,36,50,1kg
2022-03-07,Shallot,31,36,39,37,51,1kg
2022-03-07,Snake Gourd,20,23,25,24,33,1kg
2022-03-07,Sorrel Leaves,10,12,13,12,17,1kg
2022-03-07,Spinach,13,15,17,16,21,1kg
2022-03-07,Sweet Potato,43,49,55,52,71,1kg
2022-03-08,Onion Big,38,44,48,46,63,1kg
2022-03-08,Onion Small,37,43,47,44,61,1kg
2022-03-08,Tomato,22,25,28,26,36,1kg
2022-03-08,Green Chilli,39,45,50,47,64,1kg
2022-03-08,Beetroot,31,36,39,37,51,1kg
2022-03-08,Potato,21,24,27,25,35,1kg
2022-03-08,Raw Banana,4,5,5,5,7,1kg
2022-03-08,Amaranth Leaves,12,14,15,14,20,1kg
2022-03-08,Amla,60,69,76,72,99,1kg
2022-03-08,Ash gourd,16,18,20,19,26,1kg
2022-03-08,Baby Corn,48,55,61,58,79,1kg
2022-03-08,Banana Flower,16,18,20,19,26,1kg
2022-03-08,Capsicum,36,41,46,43,59,1kg
2022-03-08,Bitter Gourd,26,30,33,31,43,1kg
2022-03-08,Bottle Gourd,18,21,23,22,30,1kg
2022-03-08,Butter Beans,40,46,51,48,66,1kg
2022-03-08,Broad Beans,36,41,46,43,59,1kg
2022-03-08,Cabbage,22,25,28,26,36,1kg
2022-03-08,Carrot,42,48,53,50,69,1kg
2022-03-08,Cauliflower,22,25,28,26,36,1kg
2022-03-08,Cluster beans,33,38,42,40,54,1kg
2022-03-08,Coconut,27,31,34,32,45,1kg
2022-03-08,Colocasia Leaves,12,14,15,14,20,1kg
2022-03-08,Colocasia,28,32,36,34,46,1kg
2022-03-08,Coriander Leaves,9,10,11,11,15,1kg
2022-03-08,Corn,29,33,37,35,48,1kg
2022-03-08,Cucumber,14,16,18,17,23,1kg
2022-03-08,Curry Leaves,35,40,44,42,58,1kg
2022-03-08,Dill Leaves,15,17,19,18,25,1kg
2022-03-08,Drumsticks,120,138,152,144,198,1kg
2022-03-08,Brinjal,30,35,38,36,50,1kg
2022-03-08,Brinjal,45,52,57,54,74,1kg
2022-03-08,Elephant Yam,30,35,38,36,50,1kg
2022-03-08,Fenugreek Leaves,14,16,18,17,23,1kg
2022-03-08,French Beans,29,33,37,35,48,1kg
2022-03-08,Garlic,67,77,85,80,111,1kg
2022-03-08,Ginger,38,44,48,46,63,1kg
2022-03-08,Onion Green,38,44,48,46,63,1kg
2022-03-08,Green Peas,48,55,61,58,79,1kg
2022-03-08,Ivy Gourd,29,33,37,35,48,1kg
2022-03-08,Lemon,38,44,48,46,63,1kg
2022-03-08,Mango Raw,82,94,104,98,135,1kg
2022-03-08,Mint Leaves,8,9,10,10,13,1kg
2022-03-08,Mushroom,77,89,98,92,127,1kg
2022-03-08,Mustard Leaves,17,20,22,20,28,1kg
2022-03-08,Ladies Finger,28,32,36,34,46,1kg
2022-03-08,Pumpkin,25,29,32,30,41,1kg
2022-03-08,Radish,19,22,24,23,31,1kg
2022-03-08,Ridge Gourd,30,35,38,36,50,1kg
2022-03-08,Shallot,31,36,39,37,51,1kg
2022-03-08,Snake Gourd,20,23,25,24,33,1kg
2022-03-08,Sorrel Leaves,10,12,13,12,17,1kg
2022-03-08,Spinach,13,15,17,16,21,1kg
2022-03-08,Sweet Potato,43,49,55,52,71,1kg
2022-03-09,Onion Big,39,45,50,47,64,1kg
2022-03-09,Onion Small,35,40,44,42,58,1kg
2022-03-09,Tomato,22,25,28,26,36,1kg
2022-03-09,Green Chilli,40,46,51,48,66,1kg
2022-03-09,Beetroot,32,37,41,38,53,1kg
2022-03-09,Potato,25,29,32,30,41,1kg
2022-03-09,Raw Banana,4,5,5,5,7,1kg
2022-03-09,Amaranth Leaves,12,14,15,14,20,1kg
2022-03-09,Amla,50,58,64,60,83,1kg
2022-03-09,Ash gourd,20,23,25,24,33,1kg
2022-03-09,Baby Corn,46,53,58,55,76,1kg
2022-03-09,Banana Flower,17,20,22,20,28,1kg
2022-03-09,Capsicum,33,38,42,40,54,1kg
2022-03-09,Bitter Gourd,30,35,38,36,50,1kg
2022-03-09,Bottle Gourd,20,23,25,24,33,1kg
2022-03-09,Butter Beans,42,48,53,50,69,1kg
2022-03-09,Broad Beans,37,43,47,44,61,1kg
2022-03-09,Cabbage,21,24,27,25,35,1kg
2022-03-09,Carrot,39,45,50,47,64,1kg
2022-03-09,Cauliflower,22,25,28,26,36,1kg
2022-03-09,Cluster beans,35,40,44,42,58,1kg
2022-03-09,Coconut,23,26,29,28,38,1kg
2022-03-09,Colocasia Leaves,11,13,14,13,18,1kg
2022-03-09,Colocasia,26,30,33,31,43,1kg
2022-03-09,Coriander Leaves,12,14,15,14,20,1kg
2022-03-09,Corn,29,33,37,35,48,1kg
2022-03-09,Cucumber,16,18,20,19,26,1kg
2022-03-09,Curry Leaves,39,45,50,47,64,1kg
2022-03-09,Dill Leaves,14,16,18,17,23,1kg
2022-03-09,Drumsticks,120,138,152,144,198,1kg
2022-03-09,Brinjal,24,28,30,29,40,1kg
2022-03-09,Brinjal,41,47,52,49,68,1kg
2022-03-09,Elephant Yam,26,30,33,31,43,1kg
2022-03-09,Fenugreek Leaves,12,14,15,14,20,1kg
2022-03-09,French Beans,30,35,38,36,50,1kg
2022-03-09,Garlic,63,72,80,76,104,1kg
2022-03-09,Ginger,36,41,46,43,59,1kg
2022-03-09,Onion Green,41,47,52,49,68,1kg
2022-03-09,Green Peas,50,58,64,60,83,1kg
2022-03-09,Ivy Gourd,29,33,37,35,48,1kg
2022-03-09,Lemon,40,46,51,48,66,1kg
2022-03-09,Mango Raw,81,93,103,97,134,1kg
2022-03-09,Mint Leaves,9,10,11,11,15,1kg
2022-03-09,Mushroom,83,95,105,100,137,1kg
2022-03-09,Mustard Leaves,17,20,22,20,28,1kg
2022-03-09,Ladies Finger,27,31,34,32,45,1kg
2022-03-09,Pumpkin,25,29,32,30,41,1kg
2022-03-09,Radish,19,22,24,23,31,1kg
2022-03-09,Ridge Gourd,29,33,37,35,48,1kg
2022-03-09,Shallot,35,40,44,42,58,1kg
2022-03-09,Snake Gourd,16,18,20,19,26,1kg
2022-03-09,Sorrel Leaves,13,15,17,16,21,1kg
2022-03-09,Spinach,13,15,17,16,21,1kg
2022-03-09,Sweet Potato,44,51,56,53,73,1kg
2022-03-10,Onion Big,39,45,50,47,64,1kg
2022-03-10,Onion Small,35,40,44,42,58,1kg
2022-03-10,Tomato,22,25,28,26,36,1kg
2022-03-10,Green Chilli,40,46,51,48,66,1kg
2022-03-10,Beetroot,32,37,41,38,53,1kg
2022-03-10,Potato,25,29,32,30,41,1kg
2022-03-10,Raw Banana,4,5,5,5,7,1kg
2022-03-10,Amaranth Leaves,12,14,15,14,20,1kg
2022-03-10,Amla,50,58,64,60,83,1kg
2022-03-10,Ash gourd,20,23,25,24,33,1kg
2022-03-10,Baby Corn,46,53,58,55,76,1kg
2022-03-10,Banana Flower,17,20,22,20,28,1kg
2022-03-10,Capsicum,33,38,42,40,54,1kg
2022-03-10,Bitter Gourd,30,35,38,36,50,1kg
2022-03-10,Bottle Gourd,20,23,25,24,33,1kg
2022-03-10,Butter Beans,42,48,53,50,69,1kg
2022-03-10,Broad Beans,37,43,47,44,61,1kg
2022-03-10,Cabbage,21,24,27,25,35,1kg
2022-03-10,Carrot,39,45,50,47,64,1kg
2022-03-10,Cauliflower,22,25,28,26,36,1kg
2022-03-10,Cluster beans,35,40,44,42,58,1kg
2022-03-10,Coconut,23,26,29,28,38,1kg
2022-03-10,Colocasia Leaves,11,13,14,13,18,1kg
2022-03-10,Colocasia,26,30,33,31,43,1kg
2022-03-10,Coriander Leaves,12,14,15,14,20,1kg
2022-03-10,Corn,29,33,37,35,48,1kg
2022-03-10,Cucumber,16,18,20,19,26,1kg
2022-03-10,Curry Leaves,39,45,50,47,64,1kg
2022-03-10,Dill Leaves,14,16,18,17,23,1kg
2022-03-10,Drumsticks,120,138,152,144,198,1kg
2022-03-10,Brinjal,24,28,30,29,40,1kg
2022-03-10,Brinjal,41,47,52,49,68,1kg
2022-03-10,Elephant Yam,26,30,33,31,43,1kg
2022-03-10,Fenugreek Leaves,12,14,15,14,20,1kg
2022-03-10,French Beans,30,35,38,36,50,1kg
2022-03-10,Garlic,63,72,80,76,104,1kg
2022-03-10,Ginger,36,41,46,43,59,1kg
2022-03-10,Onion Green,41,47,52,49,68,1kg
2022-03-10,Green Peas,50,58,64,60,83,1kg
2022-03-10,Ivy Gourd,29,33,37,35,48,1kg
2022-03-10,Lemon,40,46,51,48,66,1kg
2022-03-10,Mango Raw,81,93,103,97,134,1kg
2022-03-10,Mint Leaves,9,10,11,11,15,1kg
2022-03-10,Mushroom,83,95,105,100,137,1kg
2022-03-10,Mustard Leaves,17,20,22,20,28,1kg
2022-03-10,Ladies Finger,27,31,34,32,45,1kg
2022-03-10,Pumpkin,25,29,32,30,41,1kg
2022-03-10,Radish,19,22,24,23,31,1kg
2022-03-10,Ridge Gourd,29,33,37,35,48,1kg
2022-03-10,Shallot,35,40,44,42,58,1kg
2022-03-10,Snake Gourd,16,18,20,19,26,1kg
2022-03-10,Sorrel Leaves,13,15,17,16,21,1kg
2022-03-10,Spinach,13,15,17,16,21,1kg
2022-03-10,Sweet Potato,44,51,56,53,73,1kg
2022-03-11,Onion Big,39,45,50,47,64,1kg
2022-03-11,Onion Small,35,40,44,42,58,1kg
2022-03-11,Tomato,22,25,28,26,36,1kg
2022-03-11,Green Chilli,40,46,51,48,66,1kg
2022-03-11,Beetroot,32,37,41,38,53,1kg
2022-03-11,Potato,25,29,32,30,41,1kg
2022-03-11,Raw Banana,4,5,5,5,7,1kg
2022-03-11,Amaranth Leaves,12,14,15,14,20,1kg
2022-03-11,Amla,50,58,64,60,83,1kg
2022-03-11,Ash gourd,20,23,25,24,33,1kg
2022-03-11,Baby Corn,46,53,58,55,76,1kg
2022-03-11,Banana Flower,17,20,22,20,28,1kg
2022-03-11,Capsicum,33,38,42,40,54,1kg
2022-03-11,Bitter Gourd,30,35,38,36,50,1kg
2022-03-11,Bottle Gourd,20,23,25,24,33,1kg
2022-03-11,Butter Beans,42,48,53,50,69,1kg
2022-03-11,Broad Beans,37,43,47,44,61,1kg
2022-03-11,Cabbage,21,24,27,25,35,1kg
2022-03-11,Carrot,39,45,50,47,64,1kg
2022-03-11,Cauliflower,22,25,28,26,36,1kg
2022-03-11,Cluster beans,35,40,44,42,58,1kg
2022-03-11,Coconut,23,26,29,28,38,1kg
2022-03-11,Colocasia Leaves,11,13,14,13,18,1kg
2022-03-11,Colocasia,26,30,33,31,43,1kg
2022-03-11,Coriander Leaves,12,14,15,14,20,1kg
2022-03-11,Corn,29,33,37,35,48,1kg
2022-03-11,Cucumber,16,18,20,19,26,1kg
2022-03-11,Curry Leaves,39,45,50,47,64,1kg
2022-03-11,Dill Leaves,14,16,18,17,23,1kg
2022-03-11,Drumsticks,120,138,152,144,198,1kg
2022-03-11,Brinjal,24,28,30,29,40,1kg
2022-03-11,Brinjal,41,47,52,49,68,1kg
2022-03-11,Elephant Yam,26,30,33,31,43,1kg
2022-03-11,Fenugreek Leaves,12,14,15,14,20,1kg
2022-03-11,French Beans,30,35,38,36,50,1kg
2022-03-11,Garlic,63,72,80,76,104,1kg
2022-03-11,Ginger,36,41,46,43,59,1kg
2022-03-11,Onion Green,41,47,52,49,68,1kg
2022-03-11,Green Peas,50,58,64,60,83,1kg
2022-03-11,Ivy Gourd,29,33,37,35,48,1kg
2022-03-11,Lemon,40,46,51,48,66,1kg
2022-03-11,Mango Raw,81,93,103,97,134,1kg
2022-03-11,Mint Leaves,9,10,11,11,15,1kg
2022-03-11,Mushroom,83,95,105,100,137,1kg
2022-03-11,Mustard Leaves,17,20,22,20,28,1kg
2022-03-11,Ladies Finger,27,31,34,32,45,1kg
2022-03-11,Pumpkin,25,29,32,30,41,1kg
2022-03-11,Radish,19,22,24,23,31,1kg
2022-03-11,Ridge Gourd,29,33,37,35,48,1kg
2022-03-11,Shallot,35,40,44,42,58,1kg
2022-03-11,Snake Gourd,16,18,20,19,26,1kg
2022-03-11,Sorrel Leaves,13,15,17,16,21,1kg
2022-03-11,Spinach,13,15,17,16,21,1kg
2022-03-11,Sweet Potato,44,51,56,53,73,1kg
2022-03-12,Onion Big,39,45,50,47,64,1kg
2022-03-12,Onion Small,35,40,44,42,58,1kg
2022-03-12,Tomato,22,25,28,26,36,1kg
2022-03-12,Green Chilli,40,46,51,48,66,1kg
2022-03-12,Beetroot,32,37,41,38,53,1kg
2022-03-12,Potato,25,29,32,30,41,1kg
2022-03-12,Raw Banana,4,5,5,5,7,1kg
2022-03-12,Amaranth Leaves,12,14,15,14,20,1kg
2022-03-12,Amla,50,58,64,60,83,1kg
2022-03-12,Ash gourd,20,23,25,24,33,1kg
2022-03-12,Baby Corn,46,53,58,55,76,1kg
2022-03-12,Banana Flower,17,20,22,20,28,1kg
2022-03-12,Capsicum,33,38,42,40,54,1kg
2022-03-12,Bitter Gourd,30,35,38,36,50,1kg
2022-03-12,Bottle Gourd,20,23,25,24,33,1kg
2022-03-12,Butter Beans,42,48,53,50,69,1kg
2022-03-12,Broad Beans,37,43,47,44,61,1kg
2022-03-12,Cabbage,21,24,27,25,35,1kg
2022-03-12,Carrot,39,45,50,47,64,1kg
2022-03-12,Cauliflower,22,25,28,26,36,1kg
2022-03-12,Cluster beans,35,40,44,42,58,1kg
2022-03-12,Coconut,23,26,29,28,38,1kg
2022-03-12,Colocasia Leaves,11,13,14,13,18,1kg
2022-03-12,Colocasia,26,30,33,31,43,1kg
2022-03-12,Coriander Leaves,12,14,15,14,20,1kg
2022-03-12,Corn,29,33,37,35,48,1kg
2022-03-12,Cucumber,16,18,20,19,26,1kg
2022-03-12,Curry Leaves,39,45,50,47,64,1kg
2022-03-12,Dill Leaves,14,16,18,17,23,1kg
2022-03-12,Drumsticks,120,138,152,144,198,1kg
2022-03-12,Brinjal,24,28,30,29,40,1kg
2022-03-12,Brinjal,41,47,52,49,68,1kg
2022-03-12,Elephant Yam,26,30,33,31,43,1kg
2022-03-12,Fenugreek Leaves,12,14,15,14,20,1kg
2022-03-12,French Beans,30,35,38,36,50,1kg
2022-03-12,Garlic,63,72,80,76,104,1kg
2022-03-12,Ginger,36,41,46,43,59,1kg
2022-03-12,Onion Green,41,47,52,49,68,1kg
2022-03-12,Green Peas,50,58,64,60,83,1kg
2022-03-12,Ivy Gourd,29,33,37,35,48,1kg
2022-03-12,Lemon,40,46,51,48,66,1kg
2022-03-12,Mango Raw,81,93,103,97,134,1kg
2022-03-12,Mint Leaves,9,10,11,11,15,1kg
2022-03-12,Mushroom,83,95,105,100,137,1kg
2022-03-12,Mustard Leaves,17,20,22,20,28,1kg
2022-03-12,Ladies Finger,27,31,34,32,45,1kg
2022-03-12,Pumpkin,25,29,32,30,41,1kg
2022-03-12,Radish,19,22,24,23,31,1kg
2022-03-12,Ridge Gourd,29,33,37,35,48,1kg
2022-03-12,Shallot,35,40,44,42,58,1kg
2022-03-12,Snake Gourd,16,18,20,19,26,1kg
2022-03-12,Sorrel Leaves,13,15,17,16,21,1kg
2022-03-12,Spinach,13,15,17,16,21,1kg
2022-03-12,Sweet Potato,44,51,56,53,73,1kg
2022-03-13,Onion Big,39,45,50,47,64,1kg
2022-03-13,Onion Small,35,40,44,42,58,1kg
2022-03-13,Tomato,22,25,28,26,36,1kg
2022-03-13,Green Chilli,40,46,51,48,66,1kg
2022-03-13,Beetroot,32,37,41,38,53,1kg
2022-03-13,Potato,25,29,32,30,41,1kg
2022-03-13,Raw Banana,4,5,5,5,7,1kg
2022-03-13,Amaranth Leaves,12,14,15,14,20,1kg
2022-03-13,Amla,50,58,64,60,83,1kg
2022-03-13,Ash gourd,20,23,25,24,33,1kg
2022-03-13,Baby Corn,46,53,58,55,76,1kg
2022-03-13,Banana Flower,17,20,22,20,28,1kg
2022-03-13,Capsicum,33,38,42,40,54,1kg
2022-03-13,Bitter Gourd,30,35,38,36,50,1kg
2022-03-13,Bottle Gourd,20,23,25,24,33,1kg
2022-03-13,Butter Beans,42,48,53,50,69,1kg
2022-03-13,Broad Beans,37,43,47,44,61,1kg
2022-03-13,Cabbage,21,24,27,25,35,1kg
2022-03-13,Carrot,39,45,50,47,64,1kg
2022-03-13,Cauliflower,22,25,28,26,36,1kg
2022-03-13,Cluster beans,35,40,44,42,58,1kg
2022-03-13,Coconut,23,26,29,28,38,1kg
2022-03-13,Colocasia Leaves,11,13,14,13,18,1kg
2022-03-13,Colocasia,26,30,33,31,43,1kg
2022-03-13,Coriander Leaves,12,14,15,14,20,1kg
2022-03-13,Corn,29,33,37,35,48,1kg
2022-03-13,Cucumber,16,18,20,19,26,1kg
2022-03-13,Curry Leaves,39,45,50,47,64,1kg
2022-03-13,Dill Leaves,14,16,18,17,23,1kg
2022-03-13,Drumsticks,120,138,152,144,198,1kg
2022-03-13,Brinjal,24,28,30,29,40,1kg
2022-03-13,Brinjal,41,47,52,49,68,1kg
2022-03-13,Elephant Yam,26,30,33,31,43,1kg
2022-03-13,Fenugreek Leaves,12,14,15,14,20,1kg
2022-03-13,French Beans,30,35,38,36,50,1kg
2022-03-13,Garlic,63,72,80,76,104,1kg
2022-03-13,Ginger,36,41,46,43,59,1kg
2022-03-13,Onion Green,41,47,52,49,68,1kg
2022-03-13,Green Peas,50,58,64,60,83,1kg
2022-03-13,Ivy Gourd,29,33,37,35,48,1kg
2022-03-13,Lemon,40,46,51,48,66,1kg
2022-03-13,Mango Raw,81,93,103,97,134,1kg
2022-03-13,Mint Leaves,9,10,11,11,15,1kg
2022-03-13,Mushroom,83,95,105,100,137,1kg
2022-03-13,Mustard Leaves,17,20,22,20,28,1kg
2022-03-13,Ladies Finger,27,31,34,32,45,1kg
2022-03-13,Pumpkin,25,29,32,30,41,1kg
2022-03-13,Radish,19,22,24,23,31,1kg
2022-03-13,Ridge Gourd,29,33,37,35,48,1kg
2022-03-13,Shallot,35,40,44,42,58,1kg
2022-03-13,Snake Gourd,16,18,20,19,26,1kg
2022-03-13,Sorrel Leaves,13,15,17,16,21,1kg
2022-03-13,Spinach,13,15,17,16,21,1kg
2022-03-13,Sweet Potato,44,51,56,53,73,1kg
2022-03-14,Onion Big,35,40,44,42,58,1kg
2022-03-14,Onion Small,38,44,48,46,63,1kg
2022-03-14,Tomato,19,22,24,23,31,1kg
2022-03-14,Green Chilli,44,51,56,53,73,1kg
2022-03-14,Beetroot,31,36,39,37,51,1kg
